transcript_id	gene_id
ENST00000763526	ENSG00000177822
ENST00000763527	ENSG00000177822
ENST00000763528	ENSG00000177822
ENST00000763529	ENSG00000177822
ENST00000763530	ENSG00000177822
ENST00000763531	ENSG00000177822
ENST00000763532	ENSG00000177822
ENST00000763533	ENSG00000177822
ENST00000763534	ENSG00000177822
ENST00000763535	ENSG00000177822
ENST00000763536	ENSG00000177822
ENST00000763537	ENSG00000177822
ENST00000763538	ENSG00000177822
ENST00000763539	ENSG00000177822
ENST00000763540	ENSG00000177822
ENST00000763541	ENSG00000177822
ENST00000763542	ENSG00000299438
ENST00000763543	ENSG00000299439
ENST00000763544	ENSG00000299439
ENST00000763545	ENSG00000286487
ENST00000763546	ENSG00000286487
ENST00000763547	ENSG00000286487
ENST00000763548	ENSG00000286487
ENST00000763549	ENSG00000286487
ENST00000763550	ENSG00000286487
ENST00000763551	ENSG00000286487
ENST00000763552	ENSG00000286487
ENST00000763553	ENSG00000286487
ENST00000763554	ENSG00000286487
ENST00000763555	ENSG00000286487
ENST00000763556	ENSG00000286487
ENST00000763557	ENSG00000286487
ENST00000763558	ENSG00000286487
ENST00000763559	ENSG00000286487
ENST00000763560	ENSG00000286487
ENST00000763561	ENSG00000286487
ENST00000763562	ENSG00000286487
ENST00000763563	ENSG00000286487
ENST00000763564	ENSG00000286487
ENST00000763565	ENSG00000286487
ENST00000763566	ENSG00000286487
ENST00000763567	ENSG00000286487
ENST00000763568	ENSG00000299440
ENST00000763569	ENSG00000286487
ENST00000763570	ENSG00000299440
ENST00000763571	ENSG00000286487
ENST00000763572	ENSG00000299440
ENST00000763573	ENSG00000286487
ENST00000763574	ENSG00000286487
ENST00000763575	ENSG00000286487
ENST00000763576	ENSG00000299441
ENST00000763577	ENSG00000299442
ENST00000763578	ENSG00000299442
ENST00000763579	ENSG00000299443
ENST00000763580	ENSG00000251637
ENST00000763581	ENSG00000251637
ENST00000763582	ENSG00000251637
ENST00000763583	ENSG00000251637
ENST00000763584	ENSG00000251637
ENST00000763585	ENSG00000251637
ENST00000763586	ENSG00000251637
ENST00000763587	ENSG00000299444
ENST00000763588	ENSG00000299444
ENST00000763589	ENSG00000299445
ENST00000763590	ENSG00000299445
ENST00000763591	ENSG00000299445
ENST00000763592	ENSG00000299445
ENST00000763593	ENSG00000299445
ENST00000763594	ENSG00000299445
ENST00000763595	ENSG00000299445
ENST00000763596	ENSG00000299446
ENST00000763597	ENSG00000283258
ENST00000763598	ENSG00000288020
ENST00000763599	ENSG00000288020
ENST00000763600	ENSG00000288020
ENST00000763601	ENSG00000288020
ENST00000763602	ENSG00000299447
ENST00000763603	ENSG00000299447
ENST00000763604	ENSG00000299447
ENST00000763605	ENSG00000299447
ENST00000763606	ENSG00000299448
ENST00000763607	ENSG00000299447
ENST00000763608	ENSG00000299448
ENST00000763609	ENSG00000299449
ENST00000763610	ENSG00000299450
ENST00000763611	ENSG00000251391
ENST00000763612	ENSG00000251391
ENST00000763613	ENSG00000251391
ENST00000763614	ENSG00000251391
ENST00000763615	ENSG00000299451
ENST00000763616	ENSG00000254968
ENST00000763617	ENSG00000254968
ENST00000763618	ENSG00000254968
ENST00000763619	ENSG00000254968
ENST00000763620	ENSG00000254968
ENST00000763621	ENSG00000254968
ENST00000763622	ENSG00000254968
ENST00000763623	ENSG00000254968
ENST00000763624	ENSG00000254968
ENST00000763625	ENSG00000254968
ENST00000763626	ENSG00000254968
ENST00000763627	ENSG00000254968
ENST00000763628	ENSG00000299452
ENST00000763629	ENSG00000299452
ENST00000763630	ENSG00000299452
ENST00000763631	ENSG00000299452
ENST00000763632	ENSG00000299452
ENST00000763633	ENSG00000299452
ENST00000763634	ENSG00000299452
ENST00000763635	ENSG00000299452
ENST00000763636	ENSG00000299452
ENST00000763637	ENSG00000299452
ENST00000763638	ENSG00000299452
ENST00000763639	ENSG00000299452
ENST00000763640	ENSG00000299452
ENST00000763641	ENSG00000299452
ENST00000763642	ENSG00000299452
ENST00000763643	ENSG00000299452
ENST00000763644	ENSG00000299452
ENST00000763645	ENSG00000299452
ENST00000763646	ENSG00000299452
ENST00000763647	ENSG00000299452
ENST00000763648	ENSG00000299452
ENST00000763649	ENSG00000299452
ENST00000763650	ENSG00000299452
ENST00000763651	ENSG00000299452
ENST00000763652	ENSG00000299452
ENST00000763653	ENSG00000299452
ENST00000763654	ENSG00000299452
ENST00000763655	ENSG00000299452
ENST00000763656	ENSG00000299452
ENST00000763657	ENSG00000299452
ENST00000763658	ENSG00000299453
ENST00000763659	ENSG00000299453
ENST00000763660	ENSG00000299453
ENST00000763661	ENSG00000299453
ENST00000763662	ENSG00000299453
ENST00000763663	ENSG00000299454
ENST00000763664	ENSG00000299454
ENST00000763665	ENSG00000299454
ENST00000763666	ENSG00000299455
ENST00000763667	ENSG00000299456
ENST00000763668	ENSG00000299456
ENST00000763669	ENSG00000299456
ENST00000763670	ENSG00000290713
ENST00000763671	ENSG00000290713
ENST00000763672	ENSG00000290713
ENST00000763673	ENSG00000290713
ENST00000763674	ENSG00000290713
ENST00000763675	ENSG00000290713
ENST00000763676	ENSG00000290713
ENST00000763677	ENSG00000290713
ENST00000763678	ENSG00000290713
ENST00000763679	ENSG00000290713
ENST00000763680	ENSG00000258779
ENST00000763681	ENSG00000290713
ENST00000763682	ENSG00000290713
ENST00000763683	ENSG00000258779
ENST00000763684	ENSG00000290713
ENST00000763685	ENSG00000290713
ENST00000763686	ENSG00000290713
ENST00000763687	ENSG00000290713
ENST00000763688	ENSG00000290713
ENST00000763689	ENSG00000290713
ENST00000763690	ENSG00000290713
ENST00000763691	ENSG00000290713
ENST00000763692	ENSG00000290713
ENST00000763693	ENSG00000299457
ENST00000763694	ENSG00000299458
ENST00000763695	ENSG00000299459
ENST00000763696	ENSG00000299460
ENST00000763697	ENSG00000299461
ENST00000763698	ENSG00000286509
ENST00000763699	ENSG00000286509
ENST00000763700	ENSG00000299462
ENST00000763701	ENSG00000299463
ENST00000763702	ENSG00000287948
ENST00000763703	ENSG00000299464
ENST00000763704	ENSG00000299464
ENST00000763705	ENSG00000246100
ENST00000763706	ENSG00000246100
ENST00000763707	ENSG00000246100
ENST00000763708	ENSG00000246100
ENST00000763709	ENSG00000246100
ENST00000763710	ENSG00000246100
ENST00000763711	ENSG00000246100
ENST00000763712	ENSG00000299465
ENST00000763713	ENSG00000265179
ENST00000763714	ENSG00000265179
ENST00000763715	ENSG00000265179
ENST00000763716	ENSG00000265179
ENST00000763717	ENSG00000265179
ENST00000763718	ENSG00000265179
ENST00000763719	ENSG00000265179
ENST00000763720	ENSG00000265179
ENST00000763721	ENSG00000265179
ENST00000763722	ENSG00000265179
ENST00000763723	ENSG00000265179
ENST00000763724	ENSG00000265179
ENST00000763725	ENSG00000299466
ENST00000763726	ENSG00000299466
ENST00000763727	ENSG00000299466
ENST00000763728	ENSG00000299466
ENST00000763729	ENSG00000299466
ENST00000763730	ENSG00000299466
ENST00000763731	ENSG00000299467
ENST00000763732	ENSG00000256259
ENST00000763733	ENSG00000256259
ENST00000763734	ENSG00000256259
ENST00000763735	ENSG00000256259
ENST00000763736	ENSG00000299468
ENST00000763737	ENSG00000299468
ENST00000763738	ENSG00000299469
ENST00000763739	ENSG00000289203
ENST00000763740	ENSG00000289203
ENST00000763741	ENSG00000289203
ENST00000763742	ENSG00000289203
ENST00000763743	ENSG00000289203
ENST00000763744	ENSG00000289203
ENST00000763745	ENSG00000289203
ENST00000763746	ENSG00000289203
ENST00000763747	ENSG00000299470
ENST00000763748	ENSG00000299471
ENST00000763749	ENSG00000299471
ENST00000763750	ENSG00000299471
ENST00000763751	ENSG00000299471
ENST00000763752	ENSG00000299471
ENST00000763753	ENSG00000299471
ENST00000763754	ENSG00000299471
ENST00000763755	ENSG00000299471
ENST00000763756	ENSG00000299472
ENST00000763757	ENSG00000299473
ENST00000763758	ENSG00000299473
ENST00000763759	ENSG00000299473
ENST00000763760	ENSG00000299473
ENST00000763761	ENSG00000299474
ENST00000763762	ENSG00000299475
ENST00000763763	ENSG00000287951
ENST00000763764	ENSG00000287951
ENST00000763765	ENSG00000299476
ENST00000763766	ENSG00000254447
ENST00000763767	ENSG00000254447
ENST00000763768	ENSG00000254447
ENST00000763769	ENSG00000254447
ENST00000763770	ENSG00000254447
ENST00000763771	ENSG00000254447
ENST00000763772	ENSG00000254447
ENST00000763773	ENSG00000254447
ENST00000763774	ENSG00000254447
ENST00000763775	ENSG00000254447
ENST00000763776	ENSG00000254447
ENST00000763777	ENSG00000254447
ENST00000763778	ENSG00000254447
ENST00000763779	ENSG00000254447
ENST00000763780	ENSG00000254447
ENST00000763781	ENSG00000254447
ENST00000763782	ENSG00000254447
ENST00000763783	ENSG00000254447
ENST00000763784	ENSG00000254447
ENST00000763785	ENSG00000254447
ENST00000763786	ENSG00000227206
ENST00000763787	ENSG00000227206
ENST00000763788	ENSG00000261251
ENST00000763789	ENSG00000261251
ENST00000763790	ENSG00000261251
ENST00000763791	ENSG00000261251
ENST00000763792	ENSG00000299477
ENST00000763793	ENSG00000299477
ENST00000763794	ENSG00000299477
ENST00000763795	ENSG00000299477
ENST00000763796	ENSG00000248429
ENST00000763797	ENSG00000299478
ENST00000763798	ENSG00000287544
ENST00000763799	ENSG00000287544
ENST00000763800	ENSG00000287544
ENST00000763801	ENSG00000287544
ENST00000763802	ENSG00000287544
ENST00000763803	ENSG00000287544
ENST00000763804	ENSG00000287544
ENST00000763805	ENSG00000299479
ENST00000763806	ENSG00000232590
ENST00000763807	ENSG00000232590
ENST00000763808	ENSG00000232590
ENST00000763809	ENSG00000232590
ENST00000763810	ENSG00000232590
ENST00000763811	ENSG00000232590
ENST00000763812	ENSG00000232590
ENST00000763813	ENSG00000232590
ENST00000763814	ENSG00000232590
ENST00000763815	ENSG00000232590
ENST00000763816	ENSG00000232590
ENST00000763817	ENSG00000232590
ENST00000763818	ENSG00000232590
ENST00000763819	ENSG00000232590
ENST00000763820	ENSG00000232590
ENST00000763821	ENSG00000232590
ENST00000763822	ENSG00000232590
ENST00000763823	ENSG00000232590
ENST00000763824	ENSG00000232590
ENST00000763825	ENSG00000232590
ENST00000763826	ENSG00000232590
ENST00000763827	ENSG00000232590
ENST00000763828	ENSG00000232590
ENST00000763829	ENSG00000232590
ENST00000763830	ENSG00000232590
ENST00000763831	ENSG00000232590
ENST00000763832	ENSG00000232590
ENST00000763833	ENSG00000232590
ENST00000763834	ENSG00000232590
ENST00000763835	ENSG00000232590
ENST00000763836	ENSG00000232590
ENST00000763837	ENSG00000232590
ENST00000763838	ENSG00000232590
ENST00000763839	ENSG00000232590
ENST00000763840	ENSG00000299480
ENST00000763841	ENSG00000299481
ENST00000763842	ENSG00000287006
ENST00000763843	ENSG00000287006
ENST00000763844	ENSG00000287006
ENST00000763845	ENSG00000287006
ENST00000763846	ENSG00000299482
ENST00000763847	ENSG00000299483
ENST00000763848	ENSG00000299484
ENST00000763849	ENSG00000299485
ENST00000763850	ENSG00000299485
ENST00000763851	ENSG00000299485
ENST00000763852	ENSG00000299485
ENST00000763853	ENSG00000299485
ENST00000763854	ENSG00000299486
ENST00000763855	ENSG00000299486
ENST00000763856	ENSG00000299486
ENST00000763857	ENSG00000299487
ENST00000763858	ENSG00000267790
ENST00000763859	ENSG00000267790
ENST00000763860	ENSG00000299488
ENST00000763861	ENSG00000242086
ENST00000763862	ENSG00000242086
ENST00000763863	ENSG00000242086
ENST00000763864	ENSG00000242086
ENST00000763865	ENSG00000242086
ENST00000763866	ENSG00000242086
ENST00000763867	ENSG00000242086
ENST00000763868	ENSG00000242086
ENST00000763869	ENSG00000242086
ENST00000763870	ENSG00000242086
ENST00000763871	ENSG00000242086
ENST00000763872	ENSG00000242086
ENST00000763873	ENSG00000242086
ENST00000763874	ENSG00000242086
ENST00000763875	ENSG00000242086
ENST00000763876	ENSG00000242086
ENST00000763877	ENSG00000242086
ENST00000763878	ENSG00000242086
ENST00000763879	ENSG00000242086
ENST00000763880	ENSG00000242086
ENST00000763881	ENSG00000242086
ENST00000763882	ENSG00000242086
ENST00000763883	ENSG00000242086
ENST00000763884	ENSG00000242086
ENST00000763885	ENSG00000242086
ENST00000763886	ENSG00000242086
ENST00000763887	ENSG00000242086
ENST00000763888	ENSG00000242086
ENST00000763889	ENSG00000242086
ENST00000763890	ENSG00000242086
ENST00000763891	ENSG00000242086
ENST00000763892	ENSG00000242086
ENST00000763893	ENSG00000242086
ENST00000763894	ENSG00000242086
ENST00000763895	ENSG00000242086
ENST00000763896	ENSG00000242086
ENST00000763897	ENSG00000242086
ENST00000763898	ENSG00000242086
ENST00000763899	ENSG00000242086
ENST00000763900	ENSG00000242086
ENST00000763901	ENSG00000242086
ENST00000763902	ENSG00000242086
ENST00000763903	ENSG00000242086
ENST00000763904	ENSG00000242086
ENST00000763905	ENSG00000242086
ENST00000763906	ENSG00000242086
ENST00000763907	ENSG00000242086
ENST00000763908	ENSG00000242086
ENST00000763909	ENSG00000242086
ENST00000763910	ENSG00000242086
ENST00000763911	ENSG00000242086
ENST00000763912	ENSG00000242086
ENST00000763913	ENSG00000242086
ENST00000763914	ENSG00000242086
ENST00000763915	ENSG00000242086
ENST00000763916	ENSG00000242086
ENST00000763917	ENSG00000242086
ENST00000763918	ENSG00000242086
ENST00000763919	ENSG00000242086
ENST00000763920	ENSG00000242086
ENST00000763921	ENSG00000242086
ENST00000763922	ENSG00000242086
ENST00000763923	ENSG00000242086
ENST00000763924	ENSG00000242086
ENST00000763925	ENSG00000242086
ENST00000763926	ENSG00000242086
ENST00000763927	ENSG00000242086
ENST00000763928	ENSG00000242086
ENST00000763929	ENSG00000242086
ENST00000763930	ENSG00000242086
ENST00000763931	ENSG00000242086
ENST00000763932	ENSG00000242086
ENST00000763933	ENSG00000242086
ENST00000763934	ENSG00000242086
ENST00000763935	ENSG00000242086
ENST00000763936	ENSG00000242086
ENST00000763937	ENSG00000242086
ENST00000763938	ENSG00000242086
ENST00000763939	ENSG00000242086
ENST00000763940	ENSG00000242086
ENST00000763941	ENSG00000242086
ENST00000763942	ENSG00000242086
ENST00000763943	ENSG00000242086
ENST00000763944	ENSG00000242086
ENST00000763945	ENSG00000242086
ENST00000763946	ENSG00000242086
ENST00000763947	ENSG00000242086
ENST00000763948	ENSG00000242086
ENST00000763949	ENSG00000242086
ENST00000763950	ENSG00000242086
ENST00000763951	ENSG00000242086
ENST00000763952	ENSG00000242086
ENST00000763953	ENSG00000242086
ENST00000763954	ENSG00000242086
ENST00000763955	ENSG00000242086
ENST00000763956	ENSG00000242086
ENST00000763957	ENSG00000242086
ENST00000763958	ENSG00000242086
ENST00000763959	ENSG00000242086
ENST00000763960	ENSG00000242086
ENST00000763961	ENSG00000242086
ENST00000763962	ENSG00000242086
ENST00000763963	ENSG00000242086
ENST00000763964	ENSG00000242086
ENST00000763965	ENSG00000242086
ENST00000763966	ENSG00000242086
ENST00000763967	ENSG00000242086
ENST00000763968	ENSG00000299489
ENST00000763969	ENSG00000299490
ENST00000763970	ENSG00000299491
ENST00000763971	ENSG00000290994
ENST00000763972	ENSG00000290994
ENST00000763973	ENSG00000290994
ENST00000763974	ENSG00000290994
ENST00000763975	ENSG00000290994
ENST00000763976	ENSG00000290994
ENST00000763977	ENSG00000290994
ENST00000763978	ENSG00000290994
ENST00000763979	ENSG00000290994
ENST00000763980	ENSG00000290994
ENST00000763981	ENSG00000290994
ENST00000763982	ENSG00000290994
ENST00000763983	ENSG00000290994
ENST00000763984	ENSG00000290994
ENST00000763985	ENSG00000290994
ENST00000763986	ENSG00000290994
ENST00000763987	ENSG00000290994
ENST00000763988	ENSG00000290994
ENST00000763989	ENSG00000290994
ENST00000763990	ENSG00000290994
ENST00000763991	ENSG00000290994
ENST00000763992	ENSG00000290994
ENST00000763993	ENSG00000290994
ENST00000763994	ENSG00000290994
ENST00000763995	ENSG00000290994
ENST00000763996	ENSG00000290994
ENST00000763997	ENSG00000290994
ENST00000763998	ENSG00000290994
ENST00000763999	ENSG00000290994
ENST00000764000	ENSG00000290994
ENST00000764001	ENSG00000290994
ENST00000764002	ENSG00000290994
ENST00000764003	ENSG00000290994
ENST00000764004	ENSG00000290994
ENST00000764005	ENSG00000290994
ENST00000764006	ENSG00000290994
ENST00000764007	ENSG00000299492
ENST00000764008	ENSG00000288952
ENST00000764009	ENSG00000231890
ENST00000764010	ENSG00000231890
ENST00000764011	ENSG00000231890
ENST00000764012	ENSG00000231890
ENST00000764013	ENSG00000231890
ENST00000764014	ENSG00000231890
ENST00000764015	ENSG00000231890
ENST00000764016	ENSG00000231890
ENST00000764017	ENSG00000231890
ENST00000764018	ENSG00000231890
ENST00000764019	ENSG00000231890
ENST00000764020	ENSG00000231890
ENST00000764021	ENSG00000231890
ENST00000764022	ENSG00000231890
ENST00000764023	ENSG00000231890
ENST00000764024	ENSG00000231890
ENST00000764025	ENSG00000231890
ENST00000764026	ENSG00000231890
ENST00000764027	ENSG00000231890
ENST00000764028	ENSG00000231890
ENST00000764029	ENSG00000231890
ENST00000764030	ENSG00000231890
ENST00000764031	ENSG00000231890
ENST00000764032	ENSG00000231890
ENST00000764033	ENSG00000231890
ENST00000764034	ENSG00000231890
ENST00000764035	ENSG00000231890
ENST00000764036	ENSG00000231890
ENST00000764037	ENSG00000231890
ENST00000764038	ENSG00000231890
ENST00000764039	ENSG00000231890
ENST00000764040	ENSG00000231890
ENST00000764041	ENSG00000231890
ENST00000764042	ENSG00000231890
ENST00000764043	ENSG00000231890
ENST00000764044	ENSG00000231890
ENST00000764045	ENSG00000231890
ENST00000764046	ENSG00000231890
ENST00000764047	ENSG00000231890
ENST00000764048	ENSG00000231890
ENST00000764049	ENSG00000299493
ENST00000764050	ENSG00000228705
ENST00000764051	ENSG00000228705
ENST00000764052	ENSG00000228705
ENST00000764053	ENSG00000228705
ENST00000764054	ENSG00000228705
ENST00000764055	ENSG00000228705
ENST00000764056	ENSG00000228705
ENST00000764057	ENSG00000228705
ENST00000764058	ENSG00000228705
ENST00000764059	ENSG00000228705
ENST00000764060	ENSG00000228705
ENST00000764061	ENSG00000228705
ENST00000764062	ENSG00000228705
ENST00000764063	ENSG00000228705
ENST00000764064	ENSG00000299494
ENST00000764065	ENSG00000299495
ENST00000764066	ENSG00000291121
ENST00000764067	ENSG00000291121
ENST00000764068	ENSG00000291121
ENST00000764069	ENSG00000291121
ENST00000764070	ENSG00000291121
ENST00000764071	ENSG00000291121
ENST00000764072	ENSG00000291121
ENST00000764073	ENSG00000291121
ENST00000764074	ENSG00000291121
ENST00000764075	ENSG00000291121
ENST00000764076	ENSG00000291121
ENST00000764077	ENSG00000291121
ENST00000764078	ENSG00000291121
ENST00000764079	ENSG00000291121
ENST00000764080	ENSG00000291121
ENST00000764081	ENSG00000291121
ENST00000764082	ENSG00000299496
ENST00000764083	ENSG00000299496
ENST00000764084	ENSG00000299496
ENST00000764085	ENSG00000248176
ENST00000764086	ENSG00000248176
ENST00000764087	ENSG00000286840
ENST00000764088	ENSG00000299497
ENST00000764089	ENSG00000255484
ENST00000764090	ENSG00000299498
ENST00000764091	ENSG00000299498
ENST00000764092	ENSG00000299498
ENST00000764093	ENSG00000299498
ENST00000764094	ENSG00000299498
ENST00000764095	ENSG00000299498
ENST00000764096	ENSG00000299498
ENST00000764097	ENSG00000299498
ENST00000764098	ENSG00000299498
ENST00000764099	ENSG00000299498
ENST00000764100	ENSG00000299498
ENST00000764101	ENSG00000299498
ENST00000764102	ENSG00000299498
ENST00000764103	ENSG00000299498
ENST00000764104	ENSG00000299499
ENST00000764105	ENSG00000299500
ENST00000764106	ENSG00000289292
ENST00000764107	ENSG00000289292
ENST00000764108	ENSG00000289292
ENST00000764109	ENSG00000289292
ENST00000764110	ENSG00000289292
ENST00000764111	ENSG00000289292
ENST00000764112	ENSG00000289292
ENST00000764113	ENSG00000299501
ENST00000764114	ENSG00000299501
ENST00000764115	ENSG00000299502
ENST00000764116	ENSG00000299503
ENST00000764117	ENSG00000299503
ENST00000764118	ENSG00000299503
ENST00000764119	ENSG00000299504
ENST00000764120	ENSG00000299505
ENST00000764121	ENSG00000299506
ENST00000764122	ENSG00000299507
ENST00000764123	ENSG00000299508
ENST00000764124	ENSG00000228566
ENST00000764125	ENSG00000228566
ENST00000764126	ENSG00000228566
ENST00000764127	ENSG00000228566
ENST00000764128	ENSG00000228566
ENST00000764129	ENSG00000228566
ENST00000764130	ENSG00000228566
ENST00000764131	ENSG00000228566
ENST00000764132	ENSG00000228566
ENST00000764133	ENSG00000228566
ENST00000764134	ENSG00000228566
ENST00000764135	ENSG00000228566
ENST00000764136	ENSG00000228566
ENST00000764137	ENSG00000228566
ENST00000764138	ENSG00000228566
ENST00000764139	ENSG00000228566
ENST00000764140	ENSG00000228566
ENST00000764141	ENSG00000228566
ENST00000764142	ENSG00000228566
ENST00000764143	ENSG00000228566
ENST00000764144	ENSG00000228566
ENST00000764145	ENSG00000228566
ENST00000764146	ENSG00000228566
ENST00000764147	ENSG00000228566
ENST00000764148	ENSG00000228566
ENST00000764149	ENSG00000228566
ENST00000764150	ENSG00000228566
ENST00000764151	ENSG00000229873
ENST00000764152	ENSG00000229873
ENST00000764153	ENSG00000229873
ENST00000764154	ENSG00000229873
ENST00000764155	ENSG00000293325
ENST00000764156	ENSG00000293325
ENST00000764157	ENSG00000293325
ENST00000764158	ENSG00000293325
ENST00000764159	ENSG00000293325
ENST00000764160	ENSG00000293325
ENST00000764161	ENSG00000293325
ENST00000764162	ENSG00000293325
ENST00000764163	ENSG00000293325
ENST00000764164	ENSG00000293325
ENST00000764165	ENSG00000293325
ENST00000764166	ENSG00000293325
ENST00000764167	ENSG00000293325
ENST00000764168	ENSG00000293325
ENST00000764169	ENSG00000293325
ENST00000764170	ENSG00000293325
ENST00000764171	ENSG00000299509
ENST00000764172	ENSG00000299510
ENST00000764173	ENSG00000299510
ENST00000764174	ENSG00000261475
ENST00000764175	ENSG00000261475
ENST00000764176	ENSG00000261475
ENST00000764177	ENSG00000261475
ENST00000764178	ENSG00000261475
ENST00000764179	ENSG00000261475
ENST00000764180	ENSG00000261475
ENST00000764181	ENSG00000261475
ENST00000764182	ENSG00000261475
ENST00000764183	ENSG00000299511
ENST00000764184	ENSG00000299512
ENST00000764185	ENSG00000299512
ENST00000764186	ENSG00000299513
ENST00000764187	ENSG00000299513
ENST00000764188	ENSG00000299513
ENST00000764189	ENSG00000299513
ENST00000764190	ENSG00000299513
ENST00000764191	ENSG00000299513
ENST00000764192	ENSG00000299514
ENST00000764193	ENSG00000299515
ENST00000764194	ENSG00000286770
ENST00000764195	ENSG00000286770
ENST00000764196	ENSG00000286770
ENST00000764197	ENSG00000286770
ENST00000764198	ENSG00000286770
ENST00000764199	ENSG00000286770
ENST00000764200	ENSG00000286770
ENST00000764201	ENSG00000286770
ENST00000764202	ENSG00000286770
ENST00000764203	ENSG00000286770
ENST00000764204	ENSG00000286770
ENST00000764205	ENSG00000286770
ENST00000764206	ENSG00000286770
ENST00000764207	ENSG00000286770
ENST00000764208	ENSG00000286770
ENST00000764209	ENSG00000286770
ENST00000764210	ENSG00000299516
ENST00000764211	ENSG00000299516
ENST00000764212	ENSG00000299516
ENST00000764213	ENSG00000299517
ENST00000764214	ENSG00000299518
ENST00000764215	ENSG00000299519
ENST00000764216	ENSG00000299520
ENST00000764217	ENSG00000284418
ENST00000764218	ENSG00000284418
ENST00000764219	ENSG00000284418
ENST00000764220	ENSG00000284418
ENST00000764221	ENSG00000284418
ENST00000764222	ENSG00000284418
ENST00000764223	ENSG00000284418
ENST00000764224	ENSG00000284418
ENST00000764225	ENSG00000284418
ENST00000764226	ENSG00000284418
ENST00000764227	ENSG00000284418
ENST00000764228	ENSG00000284418
ENST00000764229	ENSG00000284418
ENST00000764230	ENSG00000284418
ENST00000764231	ENSG00000284418
ENST00000764232	ENSG00000284418
ENST00000764233	ENSG00000284418
ENST00000764234	ENSG00000284418
ENST00000764235	ENSG00000284418
ENST00000764236	ENSG00000299521
ENST00000764237	ENSG00000299521
ENST00000764238	ENSG00000299522
ENST00000764239	ENSG00000299523
ENST00000764240	ENSG00000285184
ENST00000764241	ENSG00000285184
ENST00000764242	ENSG00000285184
ENST00000764243	ENSG00000285184
ENST00000764244	ENSG00000285184
ENST00000764245	ENSG00000285184
ENST00000764246	ENSG00000285184
ENST00000764247	ENSG00000285184
ENST00000764248	ENSG00000285184
ENST00000764249	ENSG00000285184
ENST00000764250	ENSG00000285184
ENST00000764251	ENSG00000285184
ENST00000764252	ENSG00000285184
ENST00000764253	ENSG00000285184
ENST00000764254	ENSG00000285184
ENST00000764255	ENSG00000285184
ENST00000764256	ENSG00000285184
ENST00000764257	ENSG00000285184
ENST00000764258	ENSG00000285184
ENST00000764259	ENSG00000285184
ENST00000764260	ENSG00000285184
ENST00000764261	ENSG00000285184
ENST00000764262	ENSG00000285184
ENST00000764263	ENSG00000285184
ENST00000764264	ENSG00000285184
ENST00000764265	ENSG00000285184
ENST00000764266	ENSG00000285184
ENST00000764267	ENSG00000285184
ENST00000764268	ENSG00000285184
ENST00000764269	ENSG00000285184
ENST00000764270	ENSG00000285184
ENST00000764271	ENSG00000285184
ENST00000764272	ENSG00000285184
ENST00000764273	ENSG00000285184
ENST00000764274	ENSG00000285184
ENST00000764275	ENSG00000285184
ENST00000764276	ENSG00000285184
ENST00000764277	ENSG00000285184
ENST00000764278	ENSG00000285184
ENST00000764279	ENSG00000285184
ENST00000764280	ENSG00000285184
ENST00000764281	ENSG00000285184
ENST00000764282	ENSG00000285184
ENST00000764283	ENSG00000285184
ENST00000764284	ENSG00000285184
ENST00000764285	ENSG00000285184
ENST00000764286	ENSG00000285184
ENST00000764287	ENSG00000299524
ENST00000764288	ENSG00000299524
ENST00000764289	ENSG00000299524
ENST00000764290	ENSG00000299524
ENST00000764291	ENSG00000299524
ENST00000764292	ENSG00000299525
ENST00000764293	ENSG00000299526
ENST00000764294	ENSG00000299526
ENST00000764295	ENSG00000225703
ENST00000764296	ENSG00000225703
ENST00000764297	ENSG00000225703
ENST00000764298	ENSG00000299527
ENST00000764299	ENSG00000293610
ENST00000764300	ENSG00000226426
ENST00000764301	ENSG00000226426
ENST00000764302	ENSG00000226426
ENST00000764303	ENSG00000226426
ENST00000764304	ENSG00000226426
ENST00000764305	ENSG00000226426
ENST00000764306	ENSG00000226426
ENST00000764307	ENSG00000226426
ENST00000764308	ENSG00000226426
ENST00000764309	ENSG00000226426
ENST00000764310	ENSG00000226426
ENST00000764311	ENSG00000226426
ENST00000764312	ENSG00000226426
ENST00000764313	ENSG00000226426
ENST00000764314	ENSG00000226426
ENST00000764315	ENSG00000226426
ENST00000764316	ENSG00000226426
ENST00000764317	ENSG00000226426
ENST00000764318	ENSG00000226426
ENST00000764319	ENSG00000226426
ENST00000764320	ENSG00000226426
ENST00000764321	ENSG00000226426
ENST00000764322	ENSG00000226426
ENST00000764323	ENSG00000226426
ENST00000764324	ENSG00000226426
ENST00000764325	ENSG00000226426
ENST00000764326	ENSG00000299528
ENST00000764327	ENSG00000242512
ENST00000764328	ENSG00000242512
ENST00000764329	ENSG00000242512
ENST00000764330	ENSG00000242512
ENST00000764331	ENSG00000242512
ENST00000764332	ENSG00000242512
ENST00000764333	ENSG00000242512
ENST00000764334	ENSG00000242512
ENST00000764335	ENSG00000242512
ENST00000764336	ENSG00000242512
ENST00000764337	ENSG00000242512
ENST00000764338	ENSG00000242512
ENST00000764339	ENSG00000242512
ENST00000764340	ENSG00000299529
ENST00000764341	ENSG00000299530
ENST00000764342	ENSG00000299531
ENST00000764343	ENSG00000299531
ENST00000764344	ENSG00000299531
ENST00000764345	ENSG00000299531
ENST00000764346	ENSG00000299531
ENST00000764347	ENSG00000299531
